,data,precipitacao,pressao_atmosferica,pressao_max,pressao_min,radiacao,temperatura_do_ar,temperatura_orvalho,temperatura_max,temperatura_min,temperatura_orvalho_max,temperatura_orvalho_min,umidade_max,umidade_min,umidade_relativa,direcao_vento,rajada_max,velocidade_media_vento
0,2015-01-01,0.1,1006.3916666666668,1006.7916666666666,1006.1,1753.6333333333334,29.629166666666663,21.90833333333333,30.42083333333333,28.804166666666664,22.479166666666668,21.175,69.20833333333333,61.583333333333336,65.70833333333333,274.6666666666667,7.9375,3.295833333333333
1,2015-01-02,0.0083333333333333,1005.9,1006.2166666666668,1005.5916666666668,1442.0733333333333,30.20833333333333,23.02083333333333,31.191666666666663,29.183333333333334,23.975,22.2375,72.33333333333333,62.708333333333336,67.125,277.3333333333333,5.9625,2.3875
2,2015-01-03,0.0,1009.6666666666666,1009.9458333333332,1009.2125,1390.0571428571427,27.79583333333333,24.15416666666667,28.495833333333334,27.354166666666668,24.7125,23.679166666666664,84.08333333333333,77.45833333333333,81.45833333333333,203.79166666666663,6.804166666666667,3.3000000000000003
3,2015-01-04,0.0083333333333333,1010.9791666666666,1011.3,1010.6958333333332,1226.857142857143,26.704166666666666,23.7875,27.375,26.075,24.25,23.254166666666663,88.125,82.125,85.5,160.375,4.325,1.6375
4,2015-01-05,0.0,1012.2208333333332,1012.4375,1011.8541666666666,1190.4428571428573,25.495833333333334,23.28333333333333,26.04583333333333,24.933333333333334,23.816666666666663,22.704166666666666,91.625,85.95833333333333,88.875,187.91666666666663,3.829166666666666,1.3541666666666667
5,2015-01-06,0.0,1012.8541666666666,1013.1458333333334,1012.6208333333334,1545.8071428571427,26.133333333333336,22.975,26.525,25.633333333333336,23.40833333333333,22.566666666666663,87.20833333333333,82.70833333333333,84.54166666666667,129.5,3.9916666666666663,1.8125
6,2015-01-07,0.0,1010.4,1010.7125,1010.2791666666668,1975.2857142857144,28.45,21.10833333333333,29.125,27.73333333333333,21.791666666666668,20.666666666666668,72.08333333333333,64.25,67.70833333333333,163.04166666666666,6.2125,2.908333333333333
7,2015-01-08,0.0,1009.5083333333332,1009.725,1009.2916666666666,1952.4,30.40416666666667,20.325,31.195833333333336,29.575,21.04583333333333,19.754166666666663,60.958333333333336,53.41666666666666,56.833333333333336,234.375,6.029166666666666,2.583333333333333
8,2015-01-09,0.0,1008.7833333333332,1009.0166666666668,1008.5625,1974.8785714285716,30.40833333333333,19.695833333333333,31.35833333333333,29.5875,20.304166666666667,19.15833333333333,60.875,53.333333333333336,57.458333333333336,159.70833333333334,6.108333333333333,2.6333333333333333
9,2015-01-10,0.0,1008.3625,1008.5541666666668,1008.1458333333334,1929.0785714285716,31.329166666666666,18.9,32.22083333333333,30.516666666666666,19.445833333333333,18.008333333333333,51.708333333333336,45.0,48.875,283.5833333333333,7.1375,3.2541666666666664
10,2015-01-11,0.0,1008.6833333333334,1008.9208333333332,1008.4333333333334,1909.7928571428567,29.22083333333333,22.129166666666663,30.275,28.320833333333336,22.808333333333334,21.316666666666663,73.79166666666667,64.875,69.95833333333333,220.95833333333331,5.595833333333332,2.658333333333333
11,2015-01-12,0.0,1008.225,1008.5583333333334,1007.9291666666668,1878.5285714285717,30.675,22.866666666666664,31.5125,29.7625,23.5625,22.15,71.45833333333333,63.91666666666666,67.375,236.16666666666663,6.304166666666667,2.958333333333333
12,2015-01-13,0.0,1008.4375,1008.7333333333332,1008.1333333333332,1919.6785714285716,30.5,21.258333333333333,31.4125,29.34583333333333,22.02916666666667,20.4625,64.91666666666667,54.833333333333336,59.333333333333336,213.16666666666663,6.566666666666666,3.0500000000000003
13,2015-01-14,0.0,1008.975,1009.2791666666668,1008.6791666666668,1780.107142857143,29.441666666666663,23.891666666666666,30.275,28.616666666666664,24.329166666666666,23.325,77.25,69.625,73.75,192.54166666666663,6.15,2.9416666666666664
