,data,precipitacao,pressao_atmosferica,pressao_max,pressao_min,radiacao,temperatura_do_ar,temperatura_orvalho,temperatura_max,temperatura_min,temperatura_orvalho_max,temperatura_orvalho_min,umidade_max,umidade_min,umidade_relativa,direcao_vento,rajada_max,velocidade_media_vento
0,2017-08-10,,,,,,,,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
1,2017-08-11,0.0,,,,235.3,18.36,14.16,19.0,18.32,14.5,13.76,-17898.708333333332,-17899.75,-17898.958333333332,-17873.041666666668,2.76,0.74
2,2017-08-12,0.0,,,,1377.2916666666665,37.56,27.418333333333333,38.64583333333333,37.00333333333333,28.358333333333334,26.618333333333332,-17825.75,-17832.25,-17829.25,-17685.583333333332,5.630833333333333,1.4066666666666667
3,2017-08-13,0.0,,,,2825.625,57.20166666666667,40.1725,59.23333333333333,55.96166666666666,41.85,38.943333333333335,-17755.75,-17769.166666666668,-17762.25,-17492.458333333332,9.076666666666666,2.1733333333333333
4,2017-08-14,0.0,,,,4053.908333333333,79.435,54.5225,82.17499999999998,77.3825,56.954166666666666,52.85166666666667,-17689.208333333332,-17709.458333333332,-17699.625,-17276.958333333332,13.701666666666666,3.34
5,2017-08-15,0.0,,,,4335.625,100.20166666666665,70.40583333333333,103.29583333333332,97.91999999999999,73.125,68.535,-17613.666666666668,-17637.583333333332,-17625.708333333332,-17057.333333333332,17.001666666666665,4.060833333333333
6,2017-08-16,0.2666666666666666,,,,4572.991666666667,119.42666666666666,86.1725,122.92192028985507,116.72869565217391,89.14239130434783,83.95673913043478,-17951.458333333332,-17979.25,-17545.041666666668,-16823.5,19.771231884057972,4.631666666666667
7,2017-08-17,0.4583333333333332,,,,4750.224999999999,138.53083333333333,102.985,142.1677536231884,135.67036231884057,106.08822463768115,100.61090579710145,-17864.541666666668,-17893.166666666668,-17458.416666666668,-16631.833333333332,20.82123188405797,4.719166666666666
8,2017-08-18,0.6999999999999998,,,,5063.174999999999,158.01416666666665,119.95583333333333,161.85108695652173,154.94952898550724,123.26322463768116,117.42757246376812,-17778.416666666668,-17808.333333333332,-17373.0,-16444.916666666668,22.71289855072464,5.0024999999999995
9,2017-08-19,0.7083333333333331,,,,5666.808333333333,178.4725,137.29333333333335,182.7052536231884,175.0536956521739,140.9465579710145,134.43590579710144,-17694.291666666668,-17727.291666666668,-17290.375,-16253.75,25.029565217391305,5.506666666666667
10,2017-08-20,0.7333333333333332,,,,6043.191666666667,201.11416666666665,152.79333333333335,206.4302536231884,196.79952898550724,157.76322463768116,149.25673913043477,-17621.875,-17666.916666666668,-17224.5,-16027.791666666668,31.842065217391305,7.4025
11,2017-08-21,2.841666666666667,,,,6424.833333333333,218.66833333333332,167.39333333333335,224.38442028985506,214.1036956521739,172.81322463768117,163.6025724637681,-17537.166666666668,-17585.833333333332,-17141.541666666668,-15837.541666666668,36.68373188405797,8.335833333333333
12,2017-08-22,3.091666666666667,,,,6994.966666666666,235.9975,180.8225,242.08858695652174,231.12036231884056,186.80489130434782,176.65673913043477,-17455.791666666668,-17509.208333333332,-17062.791666666668,-15642.75,39.15873188405797,8.969166666666666
13,2017-08-23,3.091666666666667,,,,7788.616666666667,254.685,193.85166666666666,261.4427536231884,249.30786231884056,200.36739130434782,189.1275724637681,-17381.75,-17443.083333333332,-16992.208333333332,-15412.666666666668,42.20873188405797,9.669166666666666
14,2017-08-24,3.091666666666667,,,,8993.466666666667,273.4225,207.15583333333333,280.7677536231884,267.4953623188406,214.2590579710145,201.9150724637681,-17306.458333333332,-17372.916666666668,-16919.458333333332,-15211.916666666668,45.39623188405797,10.498333333333333
15,2017-08-25,3.091666666666667,,,,10701.041666666666,291.9266666666667,218.78083333333333,300.0802536231884,285.2661956521739,226.77572463768115,212.9150724637681,-17234.916666666668,-17308.583333333332,-16851.666666666668,-14987.25,48.921231884057974,11.356666666666666
16,2017-08-26,3.091666666666667,,,,12428.224999999999,311.02666666666664,231.21416666666667,320.1135869565217,303.5661956521739,240.03822463768117,224.67757246376812,-17163.5,-17244.666666666668,-16783.75,-14739.083333333334,52.58373188405797,12.335833333333333
17,2017-08-27,3.091666666666667,,,,14148.283333333333,329.28916666666663,243.80583333333334,339.09692028985506,321.09536231884056,253.37572463768115,236.61090579710145,-17088.458333333332,-17175.458333333332,-16711.541666666668,-14502.333333333334,55.68789855072464,13.056666666666667
18,2017-08-28,3.091666666666667,,,,15803.391666666666,347.1933333333333,257.64750000000004,357.65108695652174,338.4870289855072,267.7465579710145,250.03173913043477,-17008.583333333332,-17099.541666666668,-16633.5,-14287.125,58.74206521739131,13.823333333333332
19,2017-08-29,3.091666666666667,,,,17428.358333333334,365.84749999999997,271.79333333333335,376.9177536231884,356.47036231884056,282.3715579710145,263.65673913043474,-16929.75,-17024.958333333332,-16556.791666666668,-14093.958333333334,60.80873188405797,14.273333333333333
20,2017-08-30,3.091666666666667,,,,19146.833333333332,387.30583333333334,285.93916666666667,399.3427536231884,377.0161956521739,297.3757246376812,277.0025724637681,-16858.333333333332,-16959.958333333332,-16488.583333333332,-13872.0,63.84623188405797,14.898333333333333
21,2017-08-31,3.1750000000000003,,,,19577.241666666665,406.6308333333333,301.3016666666667,419.3052536231884,395.83286231884057,313.24239130434785,291.9275724637681,-16777.958333333332,-16884.666666666668,-16410.375,-13665.208333333334,68.22956521739131,15.706666666666667
